,spot,timestamp,reporter,reporter_grid,snr,frequency,tx_call,tx_grid,power,drift,distance,azimuth,band,version,code
11831408,1101044447,1520868480,DF4UE,JN48rr,-11,7.040087,G4KWL,IO81,23,0,941,104,7,,0
2810436,1091963191,1520096640,OH8GKP,KP24rt,-25,10.140275,G3WUN,IO91ms,23,0,2089,36,10,1.9.0-rc2,0
23603095,1112886909,1521905880,G0LUJ,IO83ls,-20,10.140183,EA3FLN,JN11nu,23,0,1401,343,10,,0
29189448,1118560337,1522435080,KF4KIG,DM65rc,-7,14.097163,K7KRR,CN87uc,33,0,1870,130,14,1.8.0,0
27459717,1116805351,1522279200,G3ZIL,IO90hw,-22,7.0401,KM4TLA,EM84xr,37,0,6476,47,7,1.7.0-rc1,0
9201364,1098398737,1520623800,VE6NX,DN39,-4,14.097072,NV0O,EM28tt,37,0,1895,315,14,1.8.0,0
19639173,1108912204,1521531120,DL1GCD/2,JN48ar,-27,10.140153999999999,OH5KFP,KP20fx,33,-1,1710,225,10,,0
5751060,1094927869,1520348040,G3ZIL,IO90hw,-18,7.040094,HB0QRP,JN47,23,0,842,301,7,1.7.0-rc1,0
24071237,1113356503,1521939000,AF7KR,DM43bh,-26,14.097068,K7CKW,DM42nh,33,0,145,320,14,1.7.0,0
3034086,1092185010,1520115480,WG1V,FN42,-26,10.140186,PY1ZB,GG87ja,33,0,7819,339,10,1.8.0,0
28110281,1117475844,1522345920,DL7JKD,JO62sk,-4,7.040097,G0VXE,IO94sg,40,0,950,97,7,1.8.0,0
21076977,1110361576,1521679200,PI9ESA,JO22ff,-9,0.475608,EA5DOM,IM98xn,30,0,1559,11,0,,0
1037605,1090182524,1519953000,K2JY,EM40xa,-23,7.040113000000001,VE0EXP,FN74uj,23,-1,2766,243,7,1.8.0,0
29946539,1119327928,1522502040,LX1DQ,JN39cq,5,7.040143,OZ7IT,JO65df,37,0,741,216,7,1.2 Kiwi,0
13619107,1102861007,1521014160,VE9GJ,FN77ha,-11,0.475666,W1XP,FN42fo,30,0,691,43,0,1.9.0-rc2,0
3888172,1093050431,1520183160,WY1R,FN21ws,-10,14.097039,EA8DBU,IL18oe,37,0,5334,302,14,1.8.0,0
4961387,1094134612,1520281560,OY1OF,IP62oa,-15,7.0401229999999995,F95JL,CL54,23,0,9125,24,7,17.7.0,0
12192232,1101413508,1520896560,DL4RAJ,JN68kj,0,0.475768,ON5TA,JO20es,30,0,667,110,0,1.9.0-rc2,0
15864969,1105124788,1521192000,VE5CAF,DO62rc,-11,7.0400350000000005,K4IZN,EM62tp,37,0,2706,329,7,1.8.0-rc2,0
21767983,1111051795,1521743880,EA7VPG,IM76xt,-22,14.097149,DD1CC,JO31,40,0,1847,212,14,1.8.0-rc2,0
26534256,1115864988,1522182360,WA9WTK,FN42fk,-21,7.040118,LX1MGG,JN39bn,23,0,5781,294,7,1.9.0-rc3,0
16074885,1105334948,1521208440,W3SMK,CM87xq,-27,7.040019999999999,NN4EE,EM83gv,33,0,3481,288,7,1.9.0-rc2,0
19096076,1108371336,1521472080,VA7PP,CN88,-12,14.097145000000001,AA7FV,DM42pg,33,0,2077,334,14,1.8.0,0
5322238,1094501919,1520316720,WA4DT,EM94lx,-19,7.040102,IK5LWE,JN53mv,37,0,7552,298,7,1.9.0-rc2,0
26534235,1115865614,1522182360,DL/PA0EHG,JO32sq,-18,3.594128,LX1LW,JN39ap,33,0,354,17,3,,0
24059430,1113344288,1521937800,KC3DOC,FM09ap,-22,7.04,KB4RG,EM02dk,37,0,1943,60,7,1.8.0,0
10895922,1100098938,1520787480,DL2ZZ,JO31lo,-20,7.040055000000001,G0IDE,IO83pq,37,0,691,106,7,,0
13119293,1102351310,1520974200,DK8FT/C,JN58oe,-14,10.140194000000001,EA4DUT,IN80ej,23,-1,1460,49,10,1.9.0-rc2,0
3584002,1092740991,1520162400,DK8JP/2,JO31gk,-2,7.040147999999999,G4CPD,IO94hc,37,-1,609,116,7,1.9.0-rc2,0
28410281,1117775554,1522367880,WB1AIJ,FN31qs,-24,7.040156,G0VCA,IO81xx,23,0,5265,287,7,1.8.0,0
5746638,1094922874,1520347680,GM4SFW,IO77sn,-20,7.040019999999999,OK1FCX,JN79gu,27,0,1508,312,7,,0
23156751,1112436470,1521867240,KB4RG,EM02dk,-22,7.040146000000001,W2RCL,FM19,23,0,2178,256,7,1.9.0-rc2,0
27607032,1116960515,1522299000,EA8BFK,IL38bo,-23,7.040189,G4IOG,JO01ii,20,0,2806,211,7,,0
20009843,1109284464,1521565440,DK2DB,JN48fw,-14,0.47561899999999996,PA3ABK,JO21it,27,0,416,139,0,0.8_r3058,0
1166021,1090320492,1519965240,N2HQI,FN13sa,-13,1.838198,N4WLO,EM50uo,37,0,1733,34,1,1.7.0,0
24298817,1113583181,1521967320,N3FL,FM19ua,20,0.475652,WA4SZE,EM65,23,0,1029,64,0,1.8.0,0
13595684,1102838658,1521012720,DL1KAI,JO42vj,-15,7.040144000000001,M0MVA,IO81,30,0,884,78,7,1.8.0,0
18702723,1107975209,1521436800,WE4X,EM65ut,-27,7.0400149999999995,NN4EE,EM83gv,33,-1,335,310,7,1.8.0,0
21420842,1110703960,1521718080,VE3RPH,FN03hq,-28,7.040114999999999,VE0EXP,FN74uj,23,-2,1206,272,7,1.7.1-deve,0
21754500,1111036866,1521742800,F59706,JN07th,0,0.475768,IK1HSS,JN35tb,23,0,525,301,0,1.9.0-rc2,0
3022821,1092174269,1520114280,KC9SNI,EN51wr,3,7.040162,KE3PL,EM74xx,37,0,830,336,7,2.10_r2194,0
24161971,1113447550,1521952200,K1BZ,FM19ne,-19,0.47571199999999997,K5DNL,EM15lj,37,0,1829,71,0,2.12_r3617,0
18792935,1108063652,1521447840,DO9KAS,JO42ui,-8,10.140166,SA7DLC/M,JO76vo,30,-1,614,222,10,,0
29420010,1118790573,1522452240,SV8RV,KM07ks,-26,5.288705,OZ2JBR,JO65di,37,0,2059,158,5,1.9.0-rc3,0
14822074,1104073004,1521106920,DG5DAB,JO31ph,-23,7.040156,G4CPD,IO94hc,37,-1,661,114,7,,0
6617165,1095800431,1520420400,PI9ESA,JO22ff,-21,3.594124,G4PEY,IO91tb,30,0,358,67,3,,0
13437731,1102680555,1520999400,DK8FT/B,JN58oe,-23,7.040166,WA1DLZ,FN54bp,30,0,5929,55,7,,0
3207741,1092366776,1520132040,DD6ZI,JO62sk,-21,3.5941870000000002,PI4CC,JO21bx,23,0,643,82,3,2.0_r1714,0
23591342,1112876608,1521905040,SM7KHA,JO65kv,-10,7.0401,G0NJS,IO91vs,37,0,971,57,7,1.8.0,0
4397248,1093570994,1520232720,DK8FT/A,JN58oe,-7,7.040135,G4CPD,IO94hc,37,-1,1094,122,7,,0
21003031,1110287431,1521672000,DL8SEL,JO31,-25,7.040042999999999,W1XP,FN42fo,37,0,5739,51,7,1.2 Kiwi,0
9356221,1098553634,1520634840,DK5KC,JO30ds,-17,3.570061,2E0YHW,IO82wx,53,0,627,110,3,1.8.0,0
18742099,1108207005,1521442680,DC5AL-R,JO31lk,-25,7.040144000000001,EA4URA,IN80ci,20,0,1484,30,7,,0
29648786,1119029999,1522477080,WA8KNE,EM90gg,-27,7.04013,G4PEY,IO91tb,27,0,6845,284,7,1.9.0-rc3,0
22155532,1111437955,1521783480,KA9OKH,EM67fx,9,0.475631,WA4SZE,EM65,23,0,282,351,0,1.8.0,0
11342295,1100552990,1520828040,SWL-CM98DN,CM98dn,-29,7.040108,WA4KFZ,FM18gv,37,0,3800,284,7,2.0_r1714,0
19616389,1108890085,1521528480,G3ZJG,IO92hq,-27,1.8381020000000001,DF8DL,JO31nr,23,0,589,284,1,1.8.0,0
12719162,1101949536,1520945880,DK8FT/C,JN58oe,-22,10.140232000000001,G4IUP,IO93au,23,0,1113,119,10,1.9.0-rc2,0
6803407,1095984480,1520434200,VE3MNA,EN95eg,6,7.0400979999999995,K0ZYV,EN44da,23,-1,809,77,7,1.8.0,0
92839,1089216402,1519871040,G0KTN,IO81ti,-13,1.8381040000000002,G4PUQ,JO02rj,23,0,287,248,1,1.6.0-rc1,0
10324662,1099529459,1520733480,KK4MBI,FM18kv,4,1.8380990000000001,N3CR,FN20dt,37,0,245,210,1,2.12_r3617,0
24971177,1114263805,1522018320,G4GCI,IO90gu,-25,7.039996,WA3DNM,FM29fw,37,0,5660,51,7,1.8.0,0
24915734,1114209929,1522012560,SWLJO43,JO43xh,-13,7.040032000000001,G4IUP,IO93au,33,0,788,90,7,1.2 Kiwi,0
24065729,1113351285,1521938400,EA8BFK,IL38bo,-9,3.5941660000000004,LA3JJ,JO59bh,37,0,3871,219,3,,0
3742521,1092904648,1520173920,DG9BJA,JO42bn,-20,7.040185000000001,DG7RJ,JN58th,37,0,533,334,7,,0
26832813,1116179987,1522219200,SM0EPX/RX2,JO89si,-8,10.140174,EA6FG,JM19hp,27,0,2429,21,10,1.6.0,0
25111392,1114417678,1522036920,W6SFH,CM88pl,-13,0.475652,WA4SZE,EM65,23,0,3166,287,0,1.7.0,0
29750308,1119130869,1522485720,LZ1UBO,KN12wv,-6,14.097093,M0VPK,JO03ba,23,1,2081,113,14,1.8.0,0
17121034,1106389500,1521296880,WB4GHY,EM13,-25,10.140193,WA9EIC,EN60ed,37,0,1118,231,10,1.9.0-rc2,0
25585339,1114898651,1522087560,PI9ESA,JO22ff,-27,10.140143,VK6CQ,OF78wa,30,-1,14174,314,10,,0
16939968,1106209351,1521283920,KD6RF,EM22,-20,1.83818,K9YWO,EL96ck,30,0,1446,301,1,1.8.0,0
18195051,1107466376,1521391320,M6GQU,IO91tm,-3,7.040205,DH5RAE,JN68qv,33,0,1019,292,7,,0
10954689,1100158329,1520791800,G0IDE,IO83pq,0,7.0401039999999995,DL6MHT,JN57vq,37,0,1217,309,7,1.8.0,0
7189011,1096372036,1520461680,DP0GVN,IB59uh,-25,10.140133,G0MBA,JO01,23,0,13604,184,10,,0
4729096,1093904210,1520262240,G4CUI,IO93fi,-18,14.09709,IU4HMZ,JN54tt,23,2,1346,320,14,1.8.0-rc2,0
27795770,1117149043,1522319880,2E0LJZ,IO91dm,-26,7.0401039999999995,ON7KO,JO21ce,37,0,412,277,7,1.8.0-rc2,0
19827363,1109100759,1521549840,DK8FT,JN58oe,-16,14.097149,G0CSK,IO93,23,2,1040,119,14,,0
1111053,1090261313,1519959720,AI6VN/KH6,BL10rx,-25,10.140193,W4JON,FM17ep,37,0,7656,281,10,1.8.0-rc2,0
26580288,1115911711,1522186680,N3EDS,FM09jx,-16,7.040078,W1VR,EL98it,20,0,1256,8,7,1.8.0,0
4597891,1093773692,1520250480,DL1GCD/1,JN48ar,2,7.0400339999999995,F5JNV,IN98bq,37,0,727,86,7,,0
16781219,1106051363,1521270360,LX1DQ,JN39cq,-4,7.040102,SA7DLC/M,JO76wo,30,1,1002,224,7,1.2 Kiwi,0
18547687,1107821544,1521416760,KC8NQY,EM79vi,-4,14.097094,AD7MQ,DN55rs,37,-1,2107,101,14,1.8.0,0
4925167,1094096949,1520278440,W4DJW,EM84ux,-16,7.040108999999999,K0DSP,EN10ow,30,-1,1431,113,7,1.8.0-rc2,0
14547376,1103800130,1521082200,G6KSN,IO82xj,-7,0.47560600000000003,EA5DOM,IM98xn,30,0,1546,355,0,1.8.0,0
12782379,1102011331,1520950440,N5CEY,EL16gc,-19,7.040141,WA4KFZ,FM18gv,37,0,2345,239,7,1.8.0-rc2,0
2097403,1091252233,1520038440,DJ8VW,JO31dm,-16,7.040138000000001,EA4URA,IN80ci,20,0,1463,29,7,1.8.0,0
17715077,1106987701,1521359280,DK3SML/RX2,JN49sf,-27,3.57004,DL0PBS,JO33,17,0,505,158,3,1.8.0,0
18218220,1107490291,1521392760,PA3FFD,JO33ac,-11,14.097010000000001,EA1AYP,IN70dx,37,0,1611,29,14,1.8.0,0
20080376,1109355581,1521571440,DE1JPJ,JN39jv,-18,7.040174,SM3ESX,JP82,20,0,1530,209,7,1.9.0-rc3,0
27681328,1117034308,1522308000,DC5AL-R,JO31lk,-8,3.594103,PA0KN,JO21,23,0,139,91,3,,0
14871743,1104123914,1521110400,G3YJZ,IO91xp,-19,7.040019,DJ7AO,JO53,23,-1,770,259,7,1.8.0-rc1,0
13815635,1103056737,1521028320,9K2/VO1DZA,LL49bc,-19,14.0971,SA7DLC/M,JO76vo,30,-1,3966,127,14,1.8.0,0
1146884,1090301636,1519963320,KD6RF,EM22le,-20,3.594103,KN8DMK,EM89oo,33,0,1375,237,3,1.8.0,0
224648,1089357197,1519886040,F1VMV,JN24kh,-4,7.04006,M6TTZ,IO92sp,33,0,1006,155,7,0.8_r3058,0
29841870,1119222933,1522493280,G4MSA,IO90au,-11,14.097135,M0AIJ,IO80xr,23,0,15,23,14,,0
6641413,1095824129,1520422080,DL1GCD/2,JN48ar,-19,7.040083999999999,EA5CYA,IM99,23,0,1257,32,7,,0
29733947,1119115012,1522484400,G0LUJ,IO83ls,-23,7.040075999999999,EA5CYA,IM99,23,0,1596,355,7,,0
3444247,1092601900,1520153280,SA6BSS/RX,JO68sc,-5,10.140184,G0OQK,IO91pp,23,1,1157,46,10,1.7.0,0
7617630,1096813898,1520501760,DK8JP/1,JO31gk,-10,1.83811,DB1EPO,JO31hg,30,0,19,343,1,,0
11653600,1100864187,1520854560,RX6ART,KN95rl,-11,14.097068,DK3XX,JO43un,37,-2,2307,101,14,,0
20568673,1109852247,1521633360,W7RLF,CN87ga,-17,7.040039,VK3NT,QF33ql,40,0,12821,49,7,1.9.0-rc3,0
17661061,1106931891,1521355080,SV8RV,KM07js,-16,14.09711,RA3III,KO66,23,0,2267,209,14,1.9.0-rc2,0
10016308,1099219977,1520701320,N2HQI,FN13sa,-17,7.04011,K0DSP,EN10ow,30,0,1692,75,7,,0
19589981,1108863874,1521524760,N4MN,FM05qv,-31,7.040103,AE7YQ,DM41kx,37,0,3016,73,7,1.9.0-rc2,0
3699071,1092861716,1520170920,DK6UG,JN49cm,-26,7.040133,EA4URA,IN80ci,20,0,1386,39,7,,0
23275625,1112555155,1521880200,N1VF,CM87ss,-20,0.475652,WA4SZE,EM65,23,0,3152,285,0,1.8.0,0
19781473,1109055383,1521545160,OE3KFB,JN78wl,-14,7.040089,DF8DL,JO31nr,23,0,720,117,7,1.8.0-rc1,0
23904462,1113184702,1521924360,IZ4LXP,JN54lg,-19,7.040162,OZ1FJB,JO55si,37,-2,1233,182,7,1.8.0,0
24988826,1114281952,1522020480,DK8FT,JN58oe,-21,7.04016,N8VIM,FN42fq,37,-3,6165,53,7,,0
23344677,1112631798,1521886680,2E0DSS,IO82xl,-22,7.040159,DH5RAE,JN68qv,33,0,1154,296,7,2.11_r2263,0
18622896,1107896313,1521424680,LZ1UBO,KN12wv,-16,7.040013,DK8JP,JO31gk,30,0,1612,119,7,1.8.0,0
1153706,1090307987,1519964040,F5CMQ,JN13,-14,7.040074000000001,PA3MRO,JO22oi,37,0,1001,190,7,1.8.0,0
2585969,1091739775,1520080080,WD4AH,EL89rt,5,7.040172,W3CSW,FM19kd,37,0,1150,207,7,1.8.0,0
3688476,1092849830,1520170080,SA6BSS/RX,JO68sc,-13,10.140264,UA1ZFG,KP69,23,0,1569,226,10,1.7.0,0
23040188,1112319937,1521851280,DK6UG,JN49cm,-14,7.040114,WB1AIJ,FN31qs,30,0,6036,52,7,,0
21712704,1110996130,1521739200,GM4SFW,IO77sn,-23,7.040092,DG6RCH,JN68hp,30,0,1504,318,7,,0
1249590,1090402506,1519973880,DL/PA0EHG,JO32sq,-10,3.59419,PI4CC,JO21bx,23,0,245,70,3,,0
13380698,1102623937,1520994120,AE7YQ,DM41kx,-26,7.040153,K9ZX,EN60xa,37,0,2417,256,7,1.8.0,0
19737960,1109011438,1521540840,DB1UJ,JO41jr,-10,14.097013,R3TJP,LO16wg,37,0,2321,272,14,1.2 Kiwi,0
11552857,1100763552,1520847120,KB3VR,FM19la,-18,7.0400990000000006,AE7YQ,DM41kx,37,0,3163,66,7,1.9.0-rc2,0
5760804,1094937540,1520348760,G0LUJ,IO83qv,-15,7.040066,G6JVT,IO90,23,0,395,345,7,,0
5144824,1094325142,1520299320,DL0HT,JO43jb,-20,7.0401419999999995,EA4URA,IN80ci,20,0,1703,30,7,,0
25961746,1115290911,1522126200,LX1DQ,JN39cq,0,1.8381299999999998,G4WLC,IO81rs,37,0,657,107,1,1.2 Kiwi,0
642340,1089785566,1519920000,KG7KMQ,CN85so,-12,10.140193,BV0NCU,PL04ox,40,0,9877,39,10,1.8.0,0
27897217,1117250519,1522328760,N3EDS,FM09jx,-18,7.040064,WB2CPU,FN42,23,0,737,251,7,1.8.0,0
29256559,1118627905,1522439400,PA7EY,JO22jj,-11,0.47562299999999996,PA0BFO,JO21mm,10,0,99,350,0,1.9.0-rc3,0
24211360,1113497351,1521958920,SV8RV,KM07ks,-23,10.140294,DL3GBE,JN47tt,37,0,1442,137,10,1.9.0-rc3,0
22862587,1112143887,1521835680,G4MSA,IO90au,-17,3.594107,OM1AI,JN88,23,0,1383,288,3,,0
21289256,1110572894,1521706920,EA8BFK,IL38bo,-16,10.140101,GM4JMU,IO75us,23,0,3116,198,10,,0
7388790,1096576626,1520480760,AA7NM,CN86ox,-20,7.040107000000001,WN2FMM,EL98hi,37,0,4126,312,7,1.9.0-rc2,0
15510340,1104761286,1521153360,W3CSW,FM19kd,-9,14.097012,K6MCS,CM98hq,37,0,3790,75,14,1.8.0,0
24373729,1113658755,1521973680,DK8FT/B,JN58oe,-16,10.1402,G0CWT,IO82uj,23,0,1065,111,10,,0
710023,1089853994,1519925400,DL1GCD/2,JN48ar,-12,7.040127,9A5PH,JN73tt,30,0,798,316,7,,0
14112401,1103352314,1521049080,PA0MBO,JO32ke,-1,7.0401110000000005,IZ3EAW,JN55xk,30,0,837,336,7,,0
21060742,1110345816,1521677400,G0LUJ,IO83ls,-2,0.47560699999999995,EA5DOM,IM98xn,30,0,1706,353,0,,0
12810102,1102038949,1520952480,DL4UP,JO60dq,-27,10.140274,LZ0DLS,KN12,23,0,1221,322,10,,0
4110035,1093271657,1520201400,SM6WZI,JO67mp,-12,3.5940760000000003,PI4CC,JO21bx,23,0,849,39,3,4.0 r6470,0
9789735,1098992280,1520675760,N3FL,FM19ua,-15,0.47569300000000003,W7IUV,DN07dg,30,0,3590,89,0,1.8.0,0
30413772,1119795165,1522535400,RU0LL,PN53xt,-6,7.040089,BH4BTZ,PM01,33,0,1676,32,7,1.8.0-rc1,0
18154675,1107426485,1521388800,EA8BFK,IL38bo,-1,14.0971,DL6NL,JO50cb,17,0,3131,229,14,,0
23435447,1112721619,1521894000,LA9JO,JP99gb,-28,14.097139000000002,M0BSI,IO70,33,0,2417,23,14,2.0_r1714,0
9019898,1098216184,1520612520,DK8FT/B,JN58oe,-13,14.097036,RV4CQ,LO31am,33,0,2500,275,14,,0
20085262,1109361125,1521571920,LX1DQ,JN39cq,-24,14.097098999999998,G8UUG,IO91,40,0,549,108,14,1.2 Kiwi,0
10563226,1099767127,1520761200,DG6RCH,JN68hp,-23,7.0401240000000005,OH2GQC,KP20if,37,0,1501,216,7,1.9.0-rc2,0
28974299,1118345830,1522419600,EA8BFK,IL38bo,-5,10.140227000000001,G4GVZ,IO81wv,37,0,2767,205,10,,0
20092404,1109368157,1521572640,IZ3LCH,JN55wg,-21,14.097051,IZ3XDX,JN55vj,20,0,15,155,14,1.2 Kiwi,0
18247397,1107517674,1521394320,OK1UNL/P,JO70vb,-19,10.140153,G4PUQ,JO02rj,23,0,1029,99,10,18.0.0,0
13452352,1102696685,1521001080,VA1VM,FN85ij,-23,7.040000999999999,G4GCI,IO90gu,37,0,4493,287,7,1.9.0-rc2,0
29001246,1118372357,1522421520,OH2BT,KP20jf,-19,14.097005,HB9BAX,JN36oc,30,-4,1947,30,14,1.8.0,0
8622653,1097819392,1520583480,DL1RDB,JN69ba,-3,7.04005,G4CPD,IO94hc,37,0,1088,116,7,0.8_r3058,0
1031510,1090177491,1519952520,LX1DQ,JN39cq,-17,3.5941089999999996,LX1LW,JN39ap,33,0,13,69,3,1.2 Kiwi,0
29973871,1119357203,1522504320,DC5AL-R,JO31lk,-16,0.4757,DL4EAI,JO31je,10,0,30,23,0,,0
10564815,1099768312,1520761320,W4HOD,EM72eo,-24,7.040169000000001,PA1RZ,JO33kd,37,0,7322,293,7,1.8.0,0
29120482,1118491674,1522430400,DL1GCD/2,JN48ar,-9,7.04012,MW1MDH,IO83me,30,0,915,118,7,,0
2429056,1091577898,1520068800,LX1DQ,JN39cq,-15,14.0971,EA6ALL,JM19fn,23,-2,1164,13,14,1.2 Kiwi,0
3847483,1093009281,1520180520,M1GEO,JO02ok,-29,10.140139999999999,EA3FLN,JN11nu,23,0,1186,354,10,,0
5903225,1095078481,1520359200,DK8FT,JN58oe,-17,3.594123,G4PEY,IO91tb,30,0,892,106,3,,0
1609050,1090764563,1520001840,DK6UG,JN49cm,-13,14.097022,9L/KW4XJ,IJ38jk,40,0,4983,20,14,1.9.0-rc1,0
27368147,1116713096,1522269960,NN4EE,EM83gv,-14,7.0400789999999995,W1VR,EL98it,20,0,601,341,7,1.8.0,0
2932262,1092083746,1520105760,W6LEO,DN17oq,-16,14.097126000000001,K9YWO,EN61fn,30,0,2397,296,14,1.8.0-rc3,0
15699942,1104960394,1521174960,DL2ZZ,JO31lo,7,3.594146,OZ7IT,JO65df,37,0,536,223,3,,0
27903656,1117256486,1522329360,EA1IOW,IN83gj,-21,14.097095999999999,OK1RPL,JN69,20,-1,1424,248,14,1.8.0-rc2,0
11329014,1100540742,1520826360,DC0DX/RF,JO31lk,-4,0.47567600000000004,DH5RAE,JN68qv,27,0,537,304,0,,0
3974815,1093136427,1520189760,IW5EIA,JN53os,-15,7.040122,OH2GQC,KP20if,37,0,2041,212,7,1.8.0,0
12181780,1101402445,1520895600,G0LUJ,IO83ls,-18,3.59407,G3ZJO,IO92ng,23,0,221,320,3,,0
1397832,1090551965,1519986000,M6GQU,IO91tm,-19,14.097202,R1BCP,KO59ar,47,1,2092,258,14,,0
13320399,1102564991,1520989200,DK8FT,JN58oe,-7,0.475608,EA5DOM,IM98xn,30,0,1401,37,0,,0
24107707,1113392658,1521943200,G0MRF/P,IO92aq,-27,0.47571,ON7ZO,JO20ei,30,0,509,303,0,1.9.0-rc2,0
3218845,1092377785,1520133240,AG5OV,EL09wq,-17,3.594091,KN8DMK,EM89oo,33,0,1780,236,3,0.2r_wsprd,0
9141689,1098339023,1520619960,RT2T,LO26dd,-28,7.040147,G4CPD,IO94hc,37,0,2859,67,7,,0
17059319,1106329094,1521292680,PI4THT,JO32kf,-8,10.140201,OH2VMP,KP20if,33,0,1409,239,10,0.6,0
20286989,1109563157,1521597360,AJ8S,EM89bt,-13,0.475714,KC4SIT,EM85tg,37,0,522,346,0,1.8.0-rc2,0
11477505,1100687772,1520841120,LX1DQ,JN39cq,-23,10.140101,VK3PD,QF21nt,13,0,16538,305,10,1.2 Kiwi,0
24158856,1113444262,1521951600,LX1DQ,JN39cq,-27,5.2886940000000005,OZ1IDG,JO65bg,40,-1,738,215,5,1.2 Kiwi,0
12075204,1101295830,1520886480,KI6STW,EL98io,-6,14.097145999999999,N5FNC,EM20ge,37,0,1383,94,14,1.7.1-deve,0
7080579,1096262450,1520453160,F4KJI,JN38un,-27,0.475774,IK1HSS,JN35tb,13,0,389,1,0,1.8.0,0
29123523,1118494956,1522430640,DL2ZZ,JO31lo,-18,5.288682,G4DJB,IO91ph,27,0,532,84,5,,0
11560121,1100769625,1520847600,DL/PA0EHG,JO32sq,-21,14.097185000000001,UA9UDQ,NO33ns,37,0,5011,303,14,,0
8224606,1097419037,1520547840,M0XDK,IO92ne,-4,1.838154,G3ZJG,IO92hq,37,0,65,148,1,,0
16897829,1106167506,1521280560,VA3ROM,EN58jk,-10,7.040064,WA8KNE,EM90gg,37,0,2124,344,7,1.2 Kiwi,0
4583801,1093758365,1520249040,AE7YQ,DM41kx,-13,7.040133999999999,WA4KFZ,FM18gv,37,0,3126,266,7,1.8.0,0
29343658,1118714613,1522445400,WE4X,EM65ut,-24,7.0400279999999995,N8AWB,EM88vi,30,0,459,233,7,1.8.0,0
24914858,1114208153,1522012440,VA1VM,FN85ij,2,10.140226,KK4XO,EM94ne,37,0,1944,45,10,1.9.0-rc2,0
11460898,1100669996,1520839800,N4WLO,EM50uo,-8,1.838034,WB5WPA,EM13qc,37,0,834,107,1,1.8.0-rc3,0
19307354,1108581805,1521488280,G4JIX,IO94fq,-4,1.838182,G4GCI,IO90gu,43,0,426,359,1,1.8.0-rc2,0
19224721,1108499512,1521481560,DK0EP,JO31wt,-24,1.838048,DM3FML,JO60ux,37,0,415,285,1,,0
25635982,1114950779,1522091280,N2HQI,FN13sa,-19,3.5941080000000003,VA3UAL,EN94xc,27,0,313,111,3,,0
12078547,1101300402,1520886720,G3WUN,IO91,-27,7.040093,IU2GFL,JN45tr,37,0,1010,313,7,1.7.0,0
9164305,1098362603,1520621400,KD6RF,EM22,-20,14.097021,K5XL,EM12kp,33,0,196,95,14,1.8.0,0
5722045,1094898518,1520345880,DK8JP/2,JO31gk,-21,7.040080000000001,M1AEB,IO93,23,0,561,111,7,1.9.0-rc2,0
11877567,1101092147,1520871960,W1XP/1,FN42fo,-6,0.47569399999999995,AA1A,FN42pb,30,0,91,312,0,1.9.0-rc2,0
25122036,1114427830,1522038600,N2BJW/LP,FN34im,-10,0.47567299999999996,W1XP,FN42fo,30,-1,256,327,0,1.9.0-rc2,0
23207209,1112486371,1521873600,PA3GBY,JO22iw,-15,10.140215,RZ0SU,NO85ww,43,0,5563,308,10,1.8.0-rc1,0
161202,1089284469,1519878240,W3BRB,EM93te,-26,0.475759,N1DAY,EM85sg,37,-1,301,140,0,1.8.0,0
7602471,1096798121,1520500440,KB4DXV,DM42mf,-17,7.040089999999999,N5GG,EM13la,27,0,1305,270,7,1.8.0,0
22938942,1112218572,1521842400,HB9FKP,JN36su,-20,7.040042,ZS1LCD,JF95fx,30,0,9059,352,7,1.8.0,0
5046809,1094219405,1520289720,AA7NM,CN86ox,-26,14.097081,N4RLI,FM08,20,-3,3645,299,14,1.9.0-rc2,0
22245340,1111528199,1521792480,VE7BDQ,CN89la,-12,0.475617,K9FD,BL11je,30,0,4320,36,0,4.0 r4171,0
28028892,1117392246,1522339680,K5XL,EM12kp,-6,14.097057999999999,WA8KNE,EM90gg,37,0,1508,284,14,1.9.0-rc2,0
29212597,1118584228,1522436520,G4ZFQ,IO90ir,-25,14.09715,LZ1UBO,KN12wv,37,0,2090,303,14,1.7.0,0
25181576,1114487608,1522047240,DK1BN/P,JO30tn,-25,1.838171,PA1RZ,JO33kd,37,0,292,170,1,1.8.0-rc3,0
12445781,1101676225,1520923920,DK0VLP,JO52kk,-4,1.8382,DK1BN/P,JO30tn,40,0,307,46,1,,0
6922352,1096103993,1520442360,W3CSW,FM19kd,-19,14.097062,DF9DU,JO31ok,37,0,6363,293,14,1.8.0,0
13730913,1102973374,1521022080,VK2ALR,QF56of,-23,7.040029,K4IZN,EM62tp,37,0,14729,252,7,1.8.0,0
15366717,1104617218,1521142200,DL7KP,JO70,-13,7.040071000000001,RA4NHY,LO48tn,30,0,2378,263,7,1.9.0-rc2,0
24617577,1113907232,1521991920,PE1OUW,JO22jl,-23,10.140124,4Z4TJ,KM71jf,27,-1,3384,323,10,1.8.0-rc3,0
2226981,1091379428,1520051880,KL7L,BP51ip,-20,7.0401039999999995,N5RWK,EL19sv,30,-4,5179,329,7,1.8.0,0
5628541,1094805414,1520339160,KL7L,BP51ip,-15,0.475617,K9FD,BL11je,30,0,4540,6,0,1.9.0-rc2,0
