,spot,timestamp,reporter,reporter_grid,snr,frequency,tx_call,tx_grid,power,drift,distance,azimuth,band,version,code
11817905,1101030014,1520867400,DK0VLP,JO52kk,-9,3.594117,PA0PPW,JO21dw,30,0,452,80,3,,0
9367033,1098562800,1520635560,DJ6OL,JO52ap,-21,7.0400990000000006,UR4LRH,KN89cx,37,0,1832,289,7,2.12_r3617,0
24068254,1113353169,1521938640,W0ZQ,EN34it,8,10.140217,W1XP,FN42fo,37,0,1760,285,10,1.8.0-rc2,0
16475705,1105743294,1521241440,K9DZT,EN52wx,-21,7.040159,VA3UAL,EN94xc,27,0,663,262,7,1.8.0-rc3,0
9317727,1098514318,1520631840,IZ4LXP,JN54lg,-7,7.040045,M0LSO,IO91wx,37,0,1185,132,7,1.8.0,0
16829447,1106099763,1521274800,DL1KAI,JO42vj,-16,7.040178999999999,G3ZJO,IO92ng,23,0,724,85,7,1.8.0,0
6536527,1095717295,1520414760,VK3ALZ,QF31fs,-22,0.475725,VK5FQ,PF95gc,30,0,798,120,0,1.9.0-rc2,0
27740364,1117093969,1522314600,DL/PA0EHG,JO32sq,0,7.040054,DG8DP,JN58wg,30,0,579,330,7,,0
2687951,1091842774,1520088360,G3TGD,IO82ud,13,7.040011,DK8JP,JO31gk,30,0,612,281,7,1.8.0,0
4723999,1093897980,1520261760,DB9OH,JO52ji,-28,3.59406,PI4CC,JO21bx,23,0,456,82,3,,0
5335917,1094515047,1520317920,K3MF,FM19sr,-2,0.475728,N1DAY,EM85sg,37,0,725,45,0,0.8_r3058,0
7372674,1096560742,1520479080,DK8FT,JN58oe,-18,7.040133,EA4URA,IN80ci,20,0,1474,49,7,,0
27166,1089150438,1519865160,KC4EOG,FM05hi,-13,7.040114,W2GPK,FN21va,30,0,775,217,7,1.8.0,0
26813,1089149822,1519865160,NO3M/3,EN91wr,-2,0.475767,KU4XR,EM75xr,33,0,748,26,0,1.9.0-rc2,0
9876658,1099080603,1520685600,DH5RAE,JN68qv,-1,7.0400339999999995,IZ4LXP,JN54lg,30,-1,546,19,7,,0
28654670,1118024082,1522393200,VK2XN,QF59ar,-15,14.097064999999999,JG1EIQ,PM74ns,27,0,7399,166,14,1.8.0,0
22499499,1111781722,1521811680,9L/KW4XJ,IJ38jk,-28,14.097021,DJ7KA,JN48mm,37,0,4920,212,14,1.8.0,0
2312875,1091464391,1520060640,DL3NCS,JN59,-12,7.040082000000001,HA8HL,JN97nn,40,0,638,293,7,1.8.0,0
26372575,1115704436,1522168800,DL6OW-R,JO31kk,-16,1.838022,DK6MG,JO30gm,40,0,105,13,1,,0
7974492,1097170163,1520530080,OE5AFP,JN78dh,-15,3.5940510000000003,UA3AHM,KP55,33,0,2145,215,3,1.2 Kiwi,0
8066405,1097260597,1520536800,KB4RG,EM02dk,-22,7.040197,W7REK,DM42lk,27,0,1063,87,7,1.9.0-rc2,0
6561873,1095744336,1520416560,PI4THT,JO32kf,-24,7.040012,OZ1JIT,JO56bc,27,0,480,207,7,0.6,0
5087554,1094263573,1520293320,KD6RF,EM22,-20,14.097032999999998,K6KNS,CM98,23,0,2438,98,14,1.8.0,0
20105888,1109381544,1521574200,KD6RF,EM22,-9,14.097031,K8JBV,EN91,23,0,1593,236,14,1.8.0,0
15611159,1104871810,1521163560,VE3ZLB,EN96mn,-12,7.040038000000001,W4ENN,EM64ru,30,0,1383,18,7,1.8.0-rc1,0
207478,1089339591,1519884240,LA3FY,JO59ff,-17,5.288734,G4ZFQ,IO90ir,30,0,1203,34,5,,0
28115636,1117481776,1522346400,DK8JP/1,JO31gk,-25,10.140227000000001,DB1EPO,JO31hg,30,1,19,343,10,,0
15199557,1104451108,1521131400,F1VMV,JN24kh,-27,10.140286,LZ0DLS,KN12,23,0,1472,284,10,0.8_r3058,0
22947732,1112228413,1521843240,VA3ROM,EN58jk,-18,7.040092,WN2FMM,EL98hi,37,0,2332,345,7,1.2 Kiwi,0
11325842,1100537123,1520826000,DL0HT,JO43jb,-20,7.04007,EA6FG,JM19hp,27,0,1564,15,7,,0
29644822,1119025795,1522476720,DK8FT/A,JN58oe,-7,5.366263,G4ZFQ,IO90ir,30,0,945,103,5,,0
15002094,1104254652,1521118800,IZ4LXP,JN54lg,-15,10.140092,4Z4TJ,KM71jf,27,0,2533,312,10,1.8.0,0
26143691,1115476450,1522146960,ON7AN,JO20ek,-20,10.140219,OK2SAM,JN99du,30,0,992,279,10,1.9.0-rc2,0
28117673,1117482276,1522346520,IU5FXW,JN53,-17,10.140184,G3OJI,IO92,23,0,1338,134,10,1.8.0,0
4251196,1093417274,1520214240,VA3ROM,EN58,-24,10.140298,N0GIK,EN41,23,0,794,11,10,1.7.0-rc3,0
130523,1089254600,1519874760,FM5AN,FK94kq,-25,7.040125,G4PEY,IO91tb,27,0,6714,256,7,2.21_r2286,0
22318534,1111601486,1521798240,VA3ROM,EN58jk,-15,7.0401,KG5VBX,DM56vs,40,0,2015,44,7,1.2 Kiwi,0
885865,1090029060,1519939560,OE5AFP,JN78dh,-18,7.040061,M0THW,IO92,23,0,1179,107,7,1.2 Kiwi,0
20123434,1109398930,1521576480,PI9ESA,JO22ff,-19,7.0400529999999995,EA7HPM,IM67xj,37,0,1841,23,7,,0
7468141,1096664068,1520489760,W4BCX,EL98pd,-15,0.475624,K2BLA,EL99hb,23,0,121,147,0,1.8.0-rc3,0
7991293,1097185929,1520531280,KU4QI,EM87bx,-23,14.097068,M1SPY,IO94,23,0,6236,290,14,1.7.0,0
28576495,1117946567,1522384920,WA8KNE,EM90gg,-19,7.040067999999999,AB0VX,EN21cj,13,0,1784,129,7,1.9.0-rc3,0
15818422,1105079531,1521188160,G7VGY,IO90is,-25,7.040006,DL0PBS,JO33,23,-1,638,245,7,1.9.0-rc2,0
1627825,1090783003,1520003160,VE2GYA,FN25bj,1,1.838043,VE3LC,FN25fk,37,0,26,260,1,1.8.0,0
19250393,1108524025,1521483480,NN4EE,EM83gv,3,7.040125,KD6RF,EM22la,37,0,1100,76,7,1.8.0,0
9458449,1098664001,1520642760,PI4THT,JO32kf,0,3.594123,F5SN,JN27rb,37,0,583,10,3,0.6,0
29549092,1118929952,1522466520,AI4RY,EM72go,-23,7.040121000000001,N8AUM,EM70em,37,0,232,4,7,1.9.0-rc2,0
29978241,1119360509,1522504680,SWLJO43,JO43xh,-18,10.140158,EA3FLN,JN11nu,23,0,1372,19,10,1.2 Kiwi,0
10420524,1099625365,1520745600,OZ2JBR,JO65di,-12,1.838107,DB1EPO,JO31hg,30,0,589,37,1,1.8.0,0
17100146,1106369965,1521295560,PD2RPS,JO22vw,-4,7.0401050000000005,2E0DSS,IO82xl,40,0,530,81,7,18.1.0,0
4755512,1093929688,1520264520,DD3JW,JO62sk,-21,7.040074000000001,G4KSY,IO93if,30,0,999,89,7,1.8.0,0
14594662,1103845799,1521087480,VK2XN,QF59ar,-27,14.097101,ZL3TKI,RE66hk,17,0,2479,299,14,1.8.0,0
15835006,1105096249,1521189600,DD6ZI,JO62sk,-16,10.140226,DH7WR,JO62sk,23,0,0,0,10,2.0_r1714,0
2911245,1092064279,1520103960,G3ZIL,IO90hw,-17,7.040169000000001,EB5DQ,IM99uo,47,0,1263,357,7,1.7.0-rc1,0
25547652,1114861266,1522084680,WB8FEQ,EM95kd,-18,7.040151,W2RCL,FM19,23,0,602,218,7,1.8.0,0
5181204,1094360385,1520302800,KP4MD,CM98iq,-23,7.040080000000001,W7SOG,CN73,23,0,618,148,7,1.8.0,0
20004254,1109279804,1521565080,G0NJS,IO91vs,-29,7.040077,DL6NL,JO50cb,27,0,754,289,7,1.8.0,0
28820563,1118189735,1522407480,SWLJO43,JO43xh,-13,3.5941099999999997,PA3GFE,JO21rk,23,0,370,54,3,1.2 Kiwi,0
20033737,1109309341,1521567360,IW2DMO,JN45uj,-19,7.040138000000001,DL6YCU,JO31ws,27,1,722,169,7,1.9.0-rc2,0
18663167,1107936238,1521429960,G2HFR,JO02ak,-11,1.838107,DF2IC,JN49jo,37,0,688,301,1,,0
10498331,1099702321,1520755200,DC5AL-R,JO31lk,-9,10.140139999999999,OH3HTI,KP21ag,37,0,1509,231,10,,0
13562755,1102804433,1521010680,WW7KE,DM43dl,-26,7.040083,KD4OTA,EM85sh,23,0,2682,274,7,1.8.0,0
8989824,1098187246,1520610600,KD6RF,EM22,-22,10.140227000000001,N9JNQ,EN34,23,0,1346,188,10,1.8.0,0
7217059,1096399472,1520463840,SV8RV,KM07ks,-18,1.838148,DL3GAK,JN48xe,30,0,1456,139,1,1.8.0,0
10780879,1099983573,1520778600,W1GJM,FN42di,-8,14.097091,KF4KIG,DM65rc,37,0,3104,64,14,1.8.0,0
14159652,1103398919,1521052200,F6VKT,JN23,-14,7.040169000000001,M0KPU,JO01,23,0,939,160,7,1.9.0-rc2,0
3833103,1092994844,1520179560,G3ZIL,IO90hw,-12,7.040102,SA7DLC/M,JO76vo,30,0,1287,248,7,1.7.0-rc1,0
8556073,1097751786,1520578800,N8VIM,FN42fq,-25,7.040077,WA4KFZ,FM18gv,37,-2,652,48,7,1.9.0-rc2,0
6853263,1096034324,1520437560,DK6UG,JN49cm,-4,10.140155,SV1WE,KM18ua,30,0,1778,321,10,1.9.0-rc1,0
9729548,1098932354,1520668920,K3SC,FM19lh,-15,7.040078,W1VR,EL98it,20,0,1231,17,7,1.6.0,0
27882173,1117235357,1522327560,DK8FT/B,JN58oe,-16,10.140185,M1AVV,IO84ic,37,0,1203,117,10,,0
7058392,1096238866,1520451480,KD6RF,EM22,-20,14.097109,KB2RMS,FN20,23,-1,1991,250,14,1.8.0,0
10304373,1099510377,1520731200,HA8HL,JN97nn,-26,7.040048,G4CAO,IO91si,30,0,1472,99,7,1.8.0,0
18756606,1108028442,1521444240,LA1NRA,JP53ej,-26,7.040041,OZ7IT,JO65df,37,0,914,354,7,2.11_r2263,0
18416579,1107687725,1521405000,WA9NRB,EM48pr,-16,10.140253,K1BZ,FM19ne,23,0,1196,272,10,2.0_r1714,0
27613046,1116966011,1522299840,VK1AAH,QF44mp,-16,14.097164999999999,VK4PK,QG62qi,20,0,950,205,14,1.8.0,0
14879847,1104132847,1521110880,PH2M,JO22hc,-22,7.040067,M0JGH,IO91vj,23,0,342,75,7,,0
6258034,1095441038,1520389800,SV2HNH,KN10lp,-25,7.04015,DD5CF,JO30nq,23,0,1655,126,7,17.9.0,0
19123920,1108398093,1521474360,DH5RAE,JN68qv,-2,7.040017,G4RVH,IO84,37,1,1286,112,7,,0
22242221,1111524939,1521792240,MI6JVC,IO64qi,-19,7.040002,DL0PBS,JO33,23,-1,893,282,7,1.9.0-rc3,0
17796093,1107068008,1521365040,SM0EPX/RX2,JO89si,-7,10.140252,IZ4LXP,JN54lg,37,-1,1735,13,10,1.6.0,0
13413664,1102657356,1520997120,DP0GVN,IB59uh,-22,7.0400339999999995,IZ4LXP,JN54lg,30,-2,12876,187,7,,0
9909376,1099112803,1520689200,G0NJS,IO91vs,-22,7.0401,HB9RAB,JN36,27,0,786,321,7,1.8.0,0
26253873,1115585711,1522157520,KE4JXD,EM77,-15,7.040087,WN2FMM,EL98hi,37,0,1071,342,7,1.8.0-rc2,0
20735883,1110018910,1521649800,K9AN,EN50wc,-27,10.140127,W0ZQ,EN34it,37,0,673,139,10,,0
14707,1089137563,1519864080,VA3EEM,FN25dh,-19,7.040113000000001,VE0EXP,FN74uj,23,0,905,280,7,1.8.0,0
927455,1090069569,1519943280,KD6RF,EM22,-12,14.097032,W3EDP,FN10at,20,-1,1779,244,14,1.8.0,0
3807605,1092970950,1520178000,M0ORY,IO93ib,-15,14.097101,EA6ALL,JM19fn,23,-1,1528,350,14,1.8.0,0
24117888,1113402948,1521944640,WA3U,FM29do,2,0.475742,W3LPL,FM19lg,37,0,120,72,0,1.8.0,0
4713760,1093888085,1520260920,KA3JIJ,EM84cj,-8,10.140096,N3UTG,FN20nd,37,0,1015,234,10,,0
5056625,1094229611,1520290680,DC5AL-R,JO31lk,-6,1.838195,DK1BN/P,JO30tn,40,0,108,335,1,,0
19911267,1109187345,1521557760,DK8FT/B,JN58oe,-6,10.140231,G4IUP,IO93au,33,0,1113,119,10,,0
28517043,1117886205,1522377600,W6GJB,CM87,-9,3.5701519999999998,W6JHB,CM98jr,33,0,212,230,3,1.8.0,0
19158884,1108432460,1521477000,WE4X,EM65ut,-12,7.040107000000001,KC9LIF,EN52ve,23,0,728,166,7,1.8.0,0
22728777,1112010588,1521827160,AA7NM,CN86ox,-27,14.097059,N1CHD,FN31,23,0,3943,296,14,1.9.0-rc3,0
3751054,1092912400,1520174400,PE1IIM,JO33ic,-10,14.097095999999999,OH5XO,KP41ca,27,0,1558,245,14,1.8.0,0
304397,1089447905,1519892400,PI4THT,JO32kf,-8,7.040014,OE3KFB,JN78wl,30,0,762,307,7,0.6,0
22989695,1112270740,1521846960,OZ7IT,JO65df,-19,7.040089999999999,HB9FKP,JN36su,37,0,988,18,7,1.8.0,0
14573799,1103825965,1521085080,VA3ROM,EN58jk,-3,7.0400160000000005,NN4EE,EM83gv,33,0,1686,345,7,1.2 Kiwi,0
19591933,1108865348,1521525000,IK5LWE,JN53mv,-10,7.040108999999999,G0NJS,IO91vs,37,0,1211,132,7,1.8.0,0
10214861,1099418509,1520721840,WD4ELG,FM06be,-24,10.140187,KM4NPA,EM55dc,23,0,896,79,10,1.8.0,0
10335387,1099540926,1520734800,LX1DQ,JN39cq,-18,3.594148,OK2SAM,JN99du,27,0,867,273,3,1.2 Kiwi,0
2741525,1091895019,1520092200,PI9ESA,JO22ff,-10,10.140255,UA1ZFG,KP69na,23,0,2390,233,10,,0
14003607,1103245725,1521041880,SA6BSS/RX,JO68,-22,7.040184,DL5SMB,JN48jk,37,0,1150,12,7,1.9.0-rc2,0
132655,1089256422,1519875000,EA8BFK,IL38bo,-17,7.040184,DL5SMB,JN48jk,37,0,2936,230,7,,0
10151206,1099355729,1520715000,DF5FH,JO42um,-3,3.594017,DK8JP,JO31gk,30,0,248,60,3,,0
27445659,1116791480,1522277640,DL5XL,JO43gi,-24,1.83817,RX3DHR,KO94ks,37,0,1970,278,1,,0
3336638,1092494948,1520145960,DL3KAV,JO30mr,-20,7.040080000000001,HA8HL,JN97nn,40,0,945,296,7,1.8.0,0
16502552,1105769489,1521243960,K5XL,EM12kp,-22,14.097054,N6LKI,DM04nf,23,0,2022,89,14,1.8.0,0
9957623,1099161284,1520694360,DG6RCH,JN68hp,-17,7.040058999999999,M3PMG,IO93,33,0,1093,114,7,1.9.0-rc2,0
29140709,1118512588,1522431840,DL3YAV,JO42gb,-2,7.040031,IZ4LXP,JN54lg,30,-2,885,349,7,1.8.0,0
982806,1090789835,1519948080,EI2GN,IO51sv,-22,14.097123999999999,PA0SLT,JO33kg,43,0,1045,268,14,2.0_r1714,0
12273575,1101503690,1520905560,WA4KFZ,FM18gv,0,7.040082000000001,KC5CQW,EM34tu,37,1,1399,67,7,2.0_r1714,0
28491723,1117861345,1522374720,VK7JJ,QE38lr,-5,14.097121,VK8AR,PG66wh,23,-2,2302,151,14,1.8.0,0
21519281,1110801290,1521724440,G4LOP,JO03cg,-22,10.140161,ON7SD,JO10ru,23,2,349,322,10,,0
25462509,1114771727,1522077120,DF5FH,JO42um,0,7.040138000000001,G8WVW,IO81vu,37,-3,815,80,7,,0
1493341,1090647301,1519993200,KU4XR,EM75xr,-24,0.475624,KE7A,EM12kx,30,0,1238,72,0,1.9.0-rc2,0
13829147,1103071830,1521029400,W4HOD,EM72eo,-17,14.097038000000001,KK1D,FN31vi,30,1,1535,235,14,1.8.0,0
2794256,1091947610,1520095560,EA8BFK,IL38bo,-13,10.140225,IZ4LXP,JN54lg,37,0,2804,240,10,,0
26340066,1115672158,1522165800,SK2AU,KP04lq,-22,14.09712,EA6ALL,JM19fn,23,-1,3039,17,14,1.8.0,0
8263500,1097456701,1520551200,WA4CQG,EM72fo,-2,14.097110999999998,WB7AEI,CN87,37,-1,3549,104,14,1.8.0,0
10143164,1099346907,1520714160,K9AN,EN50wc,-5,14.097109,W7YSB,DM42og,23,0,2205,60,14,,0
29184638,1118556567,1522434720,GJ3YHU,IN89ve,-26,7.040078,OK1RPL,JN69,20,0,1098,274,7,1.9.0-rc3,0
22897857,1112178517,1521838680,DK6UG,JN49cm,-27,5.366189,OH5KUY,KP41db,33,0,1793,233,5,,0
22954386,1112233967,1521843840,VE3GHM,FN25ig,-21,7.040112,VE3CJE,EN76um,27,3,710,98,7,1.8.0,0
29055294,1118425838,1522425600,DK8JP/1,JO31gk,-15,3.5941089999999996,PA0KN,JO21,23,0,110,92,3,,0
22208016,1111491130,1521789360,G4HZX,IO91xk,0,7.040149,DG0HAB,JO61,37,0,900,275,7,1.9.0-rc2,0
4999229,1094171661,1520285160,W7REK,DM42lk,-24,7.040064,NU6O,CN70vr,23,0,1491,124,7,1.8.0,0
12050282,1101271408,1520884680,KB8UVN,EN80qe,0,7.040172999999999,NN4EE,EM83gv,33,0,703,6,7,2.12_r3617,0
12690760,1101920650,1520943720,PA3GSV,JO22hc,-17,10.140153,EA3FLN,JN11nu,23,0,1145,5,10,1.8.0,0
26945756,1116292267,1522232040,N2KMF,FN33eh,-12,7.04011,W2RCL,FM19,23,0,513,33,7,1.8.0-rc3,0
24147162,1113432656,1521949440,PH2M,JO22hc,-22,1.8381150000000002,OZ7IT,JO65df,37,0,613,239,1,,0
20754801,1110038467,1521651480,G4LOP,JO03cg,-20,3.5941089999999996,G0FTD,JO01,30,0,206,346,3,,0
16624645,1105895329,1521256800,UNLIS,JN89bo,-18,10.14027,OK2UGG,JN89do,23,0,12,270,10,,0
24244966,1113529925,1521962160,KB0PGI,EM19,3,7.040017,WA3DNM,FM29fw,37,0,1835,275,7,1.8.0,0
6926220,1096109371,1520442600,PI9ESA,JO22ff,-7,1.8381919999999998,DK1BN/P,JO30tn,40,0,287,311,1,,0
9077779,1098276248,1520616000,DB9OH,JO52ji,-25,10.140242,F6EGX,JN23ve,23,0,1085,18,10,,0
20527376,1109812108,1521629040,DL2ZZ,JO31lo,-9,7.040166999999999,G8EPA,IO91vt,27,0,494,90,7,,0
2492234,1091648312,1520073360,DK8JP/1,JO31gk,-25,10.140199,IQ6KX,JN63so,20,0,1016,331,10,,0
9221097,1098418923,1520625120,KG5LBS,EM10bf,-23,14.097125,F5SN,JN27rb,37,0,8510,300,14,1.8.0,0
3805686,1092967620,1520177880,OY1OF,IP62oa,-3,7.040143,G0FTD,JO01,30,0,1262,341,7,17.7.0,0
26112307,1115445646,1522143840,SM0EPX/RX2,JO89si,-8,10.140217,DB1EPO,JO31hg,30,-3,1131,33,10,1.6.0,0
15539690,1104790225,1521155880,PA0EHG,JO22hb,-8,3.594107,OH6MQM,KP12iq,23,0,1593,230,3,,0
17923433,1107195284,1521373200,LB3AH,JO59ix,-10,7.040121000000001,OZ7IT,JO65df,37,0,536,351,7,1.2 Kiwi,0
14594018,1103845729,1521087480,K1UTI,EL86wx,-28,0.475743,N1DAY,EM85sg,37,-1,923,178,0,1.9.0-rc2,0
8859868,1098057481,1520601720,SB7W,JP82uu,-11,7.040062,DJ2AG,JN48pw,37,0,1631,15,7,1.8.0-rc1,0
8012010,1097206559,1520532840,K4COD,EM73sc,6,14.0971,VA2GE,FN35xj,37,1,1731,222,14,1.7.0-rc3,0
28537557,1117906474,1522380000,K2DAK,DM33vq,-8,7.04007,WA8KNE,EM90gg,37,0,2914,286,7,1.8.0,0
3560813,1092717049,1520160720,G0IDE,IO83pq,2,7.040113000000001,PA0ANH,JO22lh,27,0,535,290,7,1.8.0,0
3453698,1092610812,1520153880,F5OIH,JN06ci,0,10.140219,DL3NGN,JN59mk,33,4,876,251,10,17.7.0,0
20748701,1110032084,1521650880,ON7KO,JO21ce,-26,10.140257,WA1DLZ,FN54bp,30,-1,5331,54,10,1.8.0,0
9383293,1098581482,1520636760,WA9WTK,FN42fk,-18,7.040096000000001,K2JY,EM40xa,23,0,2150,45,7,1.9.0-rc2,0
27063308,1116409427,1522243440,VE3GHM,FN25ig,-16,7.040144000000001,W2RCL,FM19,23,0,660,12,7,1.8.0,0
3988778,1093150570,1520190840,LA3FY,JO59ff,8,10.140188,IZ4LXP,JN54lg,37,0,1664,359,10,,0
632633,1089775573,1519919160,DL1KAI,JO42vj,-22,7.040132000000001,G3WUN,IO91ms,23,0,737,80,7,1.8.0,0
3505346,1092663809,1520157120,SWLJO43,JO43xh,-19,10.140201,M5MDH,IO90hx,27,0,815,67,10,1.2 Kiwi,0
9437435,1098642693,1520641200,SA6BSS/RX,JO68sc,-8,7.040169000000001,G8EPA,IO91vt,27,0,1119,46,7,1.9.0-rc2,0
18747278,1108153904,1521443280,GM1OXB,IO87ir,-22,7.0401,G0NJS,IO91vs,37,0,691,345,7,,0
19371831,1108645671,1521494040,G0NJS,IO91vs,-14,7.040089999999999,EA7VPG,IM76xt,40,0,1690,9,7,1.8.0,0
28962294,1118333463,1522418640,DL5RBD,JN69kb,0,7.04,PA0KN,JO21,23,0,623,112,7,,0
6665762,1095848236,1520423760,G0LUJ,IO83qv,-19,7.040075,G8AXA,JO01ai,33,0,335,329,7,,0
5599770,1094777362,1520337120,N8VIM,FN42fq,2,7.040044,N5CEY,EL16gc,30,-1,2988,45,7,1.8.0,0
26823121,1116170420,1522217400,VK3UI,QF21oo,-21,7.040164999999999,DH5RAE,JN68qv,33,0,16041,91,7,1.8.0,0
23847367,1113127820,1521920640,DL1GCD/1,JN48ar,-25,10.140184,W1XP,FN42fo,37,0,5935,54,10,,0
16410289,1105678543,1521235440,WD4ELG,FM06be,-20,7.040057000000001,ON4BWT,JO10wv,33,0,6571,291,7,1.8.0,0
27739959,1117092622,1522314480,DK8FT,JN58oe,-5,7.040102,ON7KO,JO21ce,37,0,604,121,7,,0
782768,1089925410,1519931040,G4EKJ,IO93fx,-19,7.040056,DL7CHR,JO62sp,37,0,1011,284,7,1.8.0,0
22170501,1111453560,1521785520,WA8KNE,EM90gg,-23,7.040074000000001,DJ0ABR,JN68nt,37,0,7839,294,7,1.9.0-rc3,0
7760519,1096955906,1520513520,DL9GCW,JN48vc,-24,7.040149,M0MVA,IO81,30,0,993,107,7,,0
2411337,1091558305,1520067480,VK4ZBV,QG62ml,-17,14.097125,VK3MOW,QF22,37,0,1344,37,14,1.8.0,0
2319427,1091470472,1520061120,M0VGA,IO93fx,-14,7.0401679999999995,DH5RAE,JN68qv,33,0,1175,304,7,1.8.0,0
25439350,1114749273,1522074600,SWLJO43,JO43xh,-27,14.097035,N3SZ,EM84uv,33,0,7108,42,14,1.2 Kiwi,0
4803810,1093976916,1520268720,OE5VLL,JN78fc,-14,10.140252,GJ3YHU,IN89ve,37,0,1228,89,10,1.7.0-rc2,0
28850383,1118222463,1522409880,SA7ORA,JO65sm,-7,10.140137,G0MBA,JO01,23,0,944,57,10,1.8.0-rc3,0
4589297,1093764628,1520249640,G3SXH,IO80fr,-23,10.140158999999999,EA3FLN,JN11nu,23,0,1111,335,10,2.0_r1714,0
9899662,1099103586,1520688120,IZ4LXP,JN54lg,-22,14.097135999999999,LB9YH,JO48ae,23,0,1560,171,14,1.8.0,0
18620541,1107892516,1521424320,N6XN,CM88,-10,7.040205,W6LEO,DN17oq,30,-1,1142,209,7,1.8.0,0
24492164,1113777061,1521982920,DK8FT/B,JN58oe,0,7.0401110000000005,PA0ANH,JO22lh,27,-1,638,133,7,,0
28409450,1117774586,1522367760,DF4UE,JN48rr,-9,3.5941,OM1AI,JN88,23,0,552,276,3,,0
2134435,1091288822,1520042040,EA2HB,IN93ah,-13,0.47575200000000006,DL3NDR,JN59no,27,0,1219,240,0,2.0_r1714,0
26904268,1116250723,1522227360,N1BUG,FN55mf,-27,0.47567600000000004,N4WLO,EM50uo,20,0,2338,41,0,1.9.0-rc2,0
28552475,1117922337,1522381800,LX1DQ,JN39cq,-18,0.475608,EA5DOM,IM98xn,30,0,1333,20,0,1.2 Kiwi,0
4627725,1093802832,1520253360,W0AY,DN26xo,-10,7.040093,AE7YQ,DM41kx,37,0,1645,352,7,,0
26550602,1115882494,1522183800,PA0JEN,JO21io,-24,3.5941730000000005,G4PEY,IO91tb,30,0,358,78,3,1.7.0,0
16790899,1106060528,1521271200,K9AN,EN50wc,7,7.040135,WA4KFZ,FM18gv,37,0,924,282,7,,0
19998968,1109274694,1521564600,DK6UG,JN49cm,-25,7.040197999999999,IN3EBZ,JN56ot,27,0,374,325,7,,0
3989284,1093151100,1520190840,N8OLJ,FM05fg,-14,10.140213000000001,W0BY,EL98,27,-4,768,10,10,1.8.0,0
28234507,1117598890,1522354440,KF4MOT,EM70,-24,14.097103,N4VT,EL86,23,0,486,337,14,1.8.0,0
8161839,1097355955,1520543280,KB4RG,EM02dk,-20,7.0400160000000005,KB4JHU,EM65,23,0,1215,257,7,1.9.0-rc2,0
11170692,1100372831,1520808720,N3ENA,FN21bg,-19,14.097094,W5OF,EL29ct,37,0,2198,49,14,1.8.0,0
1420175,1090574309,1519987680,WA9CGZ,EN61ch,-6,0.475749,N1DAY,EM85sg,37,0,817,327,0,1.9.0-rc2,0
24465351,1113750683,1521981000,W4HOD,EM72eo,-19,14.097151,G8AXA,JO01ai,33,-2,6958,289,14,1.8.0,0
6389268,1095571886,1520403720,DL/PA0EHG,JO32sq,-1,5.288755,OZ7IT,JO65df,37,0,420,230,5,,0
283203,1089425971,1519890840,DL5RBD,JN69kb,11,7.040038000000001,PA0MLC,JO31aw,37,0,579,121,7,,0
6946822,1096128614,1520443920,SM0EPX/RX2,JO89si,-17,10.140185,IK2HNG,JN45tp,23,-1,1613,16,10,1.6.0,0
27464954,1116810916,1522279800,K4IQJ,EM72gn,-3,14.09705,K5XL,EM12kp,33,0,1092,87,14,1.8.0-rc1,0
16511375,1105779736,1521244920,PI4THT,JO32kf,-1,3.5941730000000005,DG7RJ,JN58th,37,0,551,324,3,0.6,0
3404822,1092563570,1520150760,DK6UG,JN49cm,7,7.040061,DJ0ABR,JN68nt,37,0,366,284,7,1.9.0-rc1,0
12951576,1102184351,1520962080,VE3SUN,FN03jd,-17,7.040159,N8VIM,FN42fq,37,-3,626,277,7,1.2 Kiwi,0
21141275,1110425330,1521687360,G4MSA,IO90au,-14,3.5941050000000003,OM1AI,JN88,23,0,1383,288,3,,0
18611112,1107883752,1521423480,DL2ZZ,JO31lo,16,1.8380830000000001,G4JNT,IO90iv,43,0,579,79,1,,0
22570697,1111852842,1521816720,G3ZIL,IO90hw,-5,7.0401110000000005,PA0ANH,JO22lh,27,-1,463,253,7,1.7.0-rc1,0
12892580,1102120057,1520958240,N8AUM,EM70em,8,7.0400789999999995,WE4X,EM65ut,33,-1,592,174,7,1.8.0-rc2,0
15736311,1104996937,1521179640,LA3JJ,JO59bh,-17,3.5941019999999995,ON7DY,JO20ow,23,0,982,17,3,1.9.0-rc2,0
29466994,1118847766,1522457760,G4LOP,JO03cg,-25,3.594067,F1VMV,JN24kh,30,0,1053,343,3,,0
27182273,1116528938,1522254240,VA3ROM,EN58jk,-15,14.097068,KB3EDF,FM18rh,30,-1,1518,322,14,1.2 Kiwi,0
18075225,1107347670,1521383400,KB1VC,FM19ng,-14,14.097149,AG5DB,EM15,23,0,1827,71,14,1.8.0,0
17852367,1107124043,1521368640,SM0EPX/RX2,JO89si,-13,10.14016,G4PUQ,JO02rj,23,0,1262,46,10,1.6.0,0
10953499,1100157323,1520791680,OZ7IT,JO65df,-10,7.040030000000001,IK1WVQ,JN44cb,27,-1,1275,12,7,1.8.0,0
28750421,1118120500,1522401600,DL2XL,JO31ce,-18,5.288709,G6JVT,IO90,23,0,515,78,5,,0
5828869,1095005620,1520353440,IT9YBG,JM78se,-19,10.140214,DJ6TE,JN58,27,0,1202,160,10,0.2r_wsprd,0
